"postcode","pc_numeric","pc_character","city","suburb","latitude","longitude","asking_price","offered_since","living_area","available_now","type_build","volume","nr_rooms","build_year","bedrooms","bathrooms","alarm","jacuzzi","sauna","bath"
"3082 AS","3082"," AS","Rotterdam","Oud-Charlois",51.89209,4.471632,225000,"6+ months",120,0,"Existing",300,3,"2006",2,1,0,0,0,1
"3051 CG","3051"," CG","Rotterdam","Hillegersberg-Zuid",51.94433,4.480243,174500,"6+ months",65,0,"Existing",180,2,"1922",1,1,0,0,0,0
"3062 KH","3062"," KH","Rotterdam","Kralingen-Oost",51.92434,4.512769,498000,"6+ months",180,0,"Existing",580,6,"1907",4,1,0,0,0,1
"2957 ET","2957"," ET","Nieuw-Lekkerland","Middelweg",51.88622,4.662299,179500,"6+ months",87,0,"Existing",285,4,"1966",3,1,0,0,0,0
"2911 PG","2911"," PG","Nieuwerkerk aan den IJssel","Esse Hoog",51.9663,4.62229,289000,"6+ months",136,0,"Existing",370,5,"2000",4,1,0,0,0,1
"3068 AG","3068"," AG","Rotterdam","Ommoord",51.954,4.534408,224000,"6+ months",141,0,"Existing",375,7,"1973",5,2,0,1,0,0
"2982 BZ","2982"," BZ","Ridderkerk","Ridderkerk-West",51.87231,4.588252,415000,"2 months",210,0,"Existing",650,7,"1970",5,4,0,0,0,1
"2645 GL","2645"," GL","Delfgauw","Emerald",52.00731,4.395057,415000,"3 months",143,0,"Existing",375,5,"1998",3,1,0,0,0,1
"3053 KP","3053"," KP","Rotterdam","Schiebroek",51.96375,4.480532,580000,"4 months",171,0,"Existing",510,5,"1994",4,2,0,0,0,1
"3161 HR","3161"," HR","Rhoon","Rhoon-Zuidoost",51.8553,4.432222,1190000,"6+ months",160,0,"Existing",675,4,"2000",3,2,0,0,0,1
"2995 TN","2995"," TN","Heerjansdam","Dorp-Zuid",51.83257,4.564736,549000,"6+ months",210,0,"Existing",700,4,"2003",3,1,0,0,0,1
"3055 KC","3055"," KC","Rotterdam","Molenlaankwartier",51.95967,4.513276,1400000,"2 months",325,0,"Existing",1100,9,"2003",5,2,1,1,0,1
"3341 LD","3341"," LD","Hendrik-Ido-Ambacht","Oostendam",51.85345,4.642118,850000,"3 months",196,0,"Existing",694,4,"1800",2,1,0,0,0,0
"2981 EH","2981"," EH","Ridderkerk","Ridderkerk-Centrum",51.87081,4.60162,5e+05,"3 months",249,0,"Existing",956,8,"1870",5,1,0,0,0,1
"2645 JJ","2645"," JJ","Delfgauw","Emerald",52.00365,4.391242,282000,"2 months",130,0,"Existing",350,6,"1998",5,2,0,0,0,1
"2931 GT","2931"," GT","Krimpen aan de Lek","Binnen Krimpen",51.89338,4.623732,550000,"3 months",210,0,"Existing",715,8,"1932",6,1,0,0,0,1
"3343 BC","3343"," BC","Hendrik-Ido-Ambacht","Krommeweg-Noord",51.8399,4.63148,238000,"3 months",129,0,"Existing",414,5,"1976",4,1,0,0,0,1
"3342 GZ","3342"," GZ","Hendrik-Ido-Ambacht","De Sandeling",51.84144,4.626296,265000,"4 months",133,0,"Existing",439,5,"1998",4,1,0,0,0,1
"2993 XS","2993"," XS","Barendrecht","Riederhoek",51.85239,4.489205,450000,"4 months",160,0,"Existing",450,5,"2003",4,1,0,0,0,1
"2989 AJ","2989"," AJ","Ridderkerk","Rijsoord",51.85212,4.604242,295000,"4 months",95,0,"Existing",352,3,"1954",2,1,0,0,0,0
"3342 XD","3342"," XD","Hendrik-Ido-Ambacht","Dorp",51.84657,4.635222,167000,"4 months",106,0,"Existing",348,5,"1964",4,1,0,0,0,0
"3341 BE","3341"," BE","Hendrik-Ido-Ambacht","Oostendam",51.84575,4.637253,225000,"5 months",132,0,"Existing",439,4,"1960",3,1,0,0,0,1
"3342 TA","3342"," TA","Hendrik-Ido-Ambacht","Dorp",51.84302,4.629433,4500000,"6+ months",758,0,"Existing",7038,6,"1984",4,4,0,0,0,0
"3341 BS","3341"," BS","Hendrik-Ido-Ambacht","Volgerlanden-Oost",51.83822,4.647612,925000,"6+ months",342,0,"Existing",980,8,"2004",6,2,1,0,0,1
"2905 TZ","2905"," TZ","Capelle aan den IJssel","Wormerhoek",51.94351,4.603913,239000,"6+ months",108,0,"Existing",294,4,"2011",3,1,0,0,0,1
"3341 XG","3341"," XG","Hendrik-Ido-Ambacht","Oostendam",51.85252,4.644238,138000,"6+ months",79,0,"Existing",203,4,"1930",3,1,0,0,0,1
"3341 EE","3341"," EE","Hendrik-Ido-Ambacht","Oostendam",51.85032,4.641154,8e+05,"6+ months",225,0,"Existing",744,6,"1965",5,3,0,0,1,0
"3343 BP","3343"," BP","Hendrik-Ido-Ambacht","Krommeweg-Noord",51.84053,4.62929,495000,"6+ months",183,0,"Existing",1010,10,"1979",5,2,0,0,0,1
"3085 NM","3085"," NM","Rotterdam","Zuidwijk",51.87596,4.48653,222500,"6+ months",105,0,"Existing",295,4,"2005",3,1,0,1,0,0
"2992 SB","2992"," SB","Barendrecht","BT Achterzeedijk",51.83458,4.531278,895000,"6+ months",245,0,"Existing",1070,6,"1981",5,2,0,0,0,1
"3031 PN","3031"," PN","Rotterdam","Rubroek",51.9264,4.48595,164000,"6+ months",68,0,"Existing",182,2,"1955",1,1,0,0,0,1
"2907 MA","2907"," MA","Capelle aan den IJssel","Kunstenaarsbuurt",51.95269,4.585458,125000,"6+ months",72,1,"Existing",162,3,"1981",2,1,0,0,0,1
"2914 PE","2914"," PE","Nieuwerkerk aan den IJssel","Zuidplas Zuid",51.97282,4.620477,199000,"6+ months",96,0,"Existing",270,4,"1980",3,1,0,0,0,1
"3119 NL","3119"," NL","Schiedam","Vakbondsliedenbuurt",51.92452,4.399891,125000,"8 weeks",85,0,"Existing",240,3,"1966",2,1,0,0,0,0
"3071 AV","3071"," AV","Rotterdam","Kop van Zuid-Entrepot",51.91036,4.501146,182500,"3 months",100,0,"Existing",285,4,"1996",3,1,0,0,0,1
"3011 VZ","3011"," VZ","Rotterdam","Stadsdriehoek",51.91654,4.483954,175000,"3 months",76,0,"Existing",285,3,"1980",2,1,0,0,0,1
"3016 DA","3016"," DA","Rotterdam","Nieuwe Werk",51.9096,4.480194,415000,"6+ months",134,0,"Existing",424,4,"2005",3,1,0,0,0,1
"3067 PR","3067"," PR","Rotterdam","Oosterflank",51.943,4.5586,107000,"6+ months",57,0,"Existing",160,2,"1982",1,1,0,0,0,0
"2994 DS","2994"," DS","Barendrecht","Vrijenburg",51.86013,4.503406,183000,"6+ months",73,0,"Existing",325,3,"2007",2,1,0,0,0,0
"2994 EA","2994"," EA","Barendrecht","Vrijenburg",51.86136,4.502621,219000,"6+ months",105,0,"Existing",260,3,"2004",2,1,0,0,0,1
"2925 EG","2925"," EG","Krimpen aan den IJssel","Langeland",51.91893,4.624927,199000,"3 weeks",110,0,"Existing",325,5,"1975",4,1,0,0,0,0
"3263 EG","3263"," EG","Oud-Beijerland","Spuioeverwijk",51.82928,4.404697,265000,"6 weeks",130,0,"Existing",400,5,"1989",4,1,0,0,0,1
"2841 AT","2841"," AT","Moordrecht","Bloemenbuurt",51.98936,4.671115,650000,"6+ months",185,0,"Existing",620,7,"1999",5,2,1,0,0,1
"3117 CK","3117"," CK","Schiedam","Liduinabuurt",51.91232,4.393562,2e+05,"<1 week",147,0,"Existing",471,5,"1912",4,1,0,0,0,0
"3028 HK","3028"," HK","Rotterdam","Oud-Mathenesse",51.91813,4.421767,115000,"6+ months",70,0,"Existing",170,3,"1950",2,1,0,0,0,0
"3341 VH","3341"," VH","Hendrik-Ido-Ambacht","Oostendam",51.84736,4.641522,150000,"6+ months",95,0,"Existing",260,3,"1965",2,1,0,0,0,0
"2902 GB","2902"," GB","Capelle aan den IJssel","Schildersbuurt",51.92688,4.581344,115000,"6+ months",63,0,"Existing",215,3,"1964",2,1,0,0,0,0
"2911 GA","2911"," GA","Nieuwerkerk aan den IJssel","Esse Hoog",51.95603,4.614622,425000,"1 week",165,0,"Existing",560,5,"1997",4,1,0,0,0,0
"3341 GM","3341"," GM","Hendrik-Ido-Ambacht","Kruiswiel",51.8442,4.643417,198000,"1 week",120,0,"Existing",390,5,"1969",4,1,0,0,0,0
"2661 VJ","2661"," VJ","Bergschenhoek","Beemdenbuurt",51.99068,4.491535,325000,"1 week",132,0,"Existing",456,5,"1988",4,1,0,0,0,1
"2991 MP","2991"," MP","Barendrecht","Binnenland",51.85898,4.547208,5e+05,"7 weeks",197,0,"Existing",650,5,"1985",3,2,0,1,0,0
"3195 SK","3195"," SK","Pernis Rotterdam","Pernis",51.89061,4.387734,199500,"2 weeks",110,0,"Existing",330,5,"1955",3,1,0,0,0,1
"2991 NJ","2991"," NJ","Barendrecht","Oranjewijk 2",51.84605,4.554943,269000,"4 months",117,0,"Existing",445,5,"1978",4,1,0,0,0,1
"3065 HD","3065"," HD","Rotterdam","'s-Gravenland",51.92849,4.553153,250000,"4 months",107,0,"Existing",330,6,"1991",5,1,0,0,0,1
"2645 BH","2645"," BH","Delfgauw","Ruyven",52.00019,4.401467,1790000,"5 weeks",430,0,"Existing",1498,7,"2005",4,2,1,0,0,1
"2841 BZ","2841"," BZ","Moordrecht","Westeinde/Bos locatie",51.98438,4.669807,825000,"6+ months",200,0,"New",775,5,"2010",3,2,0,0,0,1
"2993 MB","2993"," MB","Barendrecht","Meerwede Zuidoost",51.85209,4.501791,395000,"6+ months",165,0,"Existing",462,4,"2001",3,1,0,1,0,0
"2902 AM","2902"," AM","Capelle aan den IJssel","Schildersbuurt",51.92646,4.580697,117500,"6+ months",75,0,"Existing",195,3,"1965",2,1,0,0,0,0
"3039 AE","3039"," AE","Rotterdam","Blijdorp",51.92805,4.46568,145000,"6+ months",82,0,"Existing",225,4,"1934",2,1,0,0,0,0
"2904 PA","2904"," PA","Capelle aan den IJssel","Paradijssel",51.92851,4.612048,325000,"3 months",155,0,"Existing",565,5,"1999",3,2,0,0,0,1
"3071 MJ","3071"," MJ","Rotterdam","Kop van Zuid-Entrepot",51.90504,4.501847,3e+05,"6 weeks",150,0,"Existing",450,5,"2000",4,1,0,0,0,1
"3076 BV","3076"," BV","Rotterdam","Lombardijen",51.88105,4.522358,89000,"6+ months",75,0,"Existing",210,4,"1962",3,1,0,0,0,0
"3083 WC","3083"," WC","Rotterdam","Carnisse",51.88794,4.472938,79900,"6+ months",50,0,"Existing",140,3,"1947",2,2,0,0,0,0
"3116 GJ","3116"," GJ","Schiedam","Nassaubuurt",51.90945,4.402363,199900,"<1 week",107,0,"Existing",290,3,"2004",2,1,0,0,0,1
"3111 NA","3111"," NA","Schiedam","Binnenstad",51.91895,4.400751,219900,"4 weeks",140,0,"Existing",365,6,"2006",4,1,0,0,0,0
"3341 GA","3341"," GA","Hendrik-Ido-Ambacht","Kruiswiel",51.84319,4.641997,350000,"3 months",170,0,"Existing",562,4,"1970",3,1,0,0,0,0
"2912 SM","2912"," SM","Nieuwerkerk aan den IJssel","Dorrestein",51.96525,4.615598,349000,"6+ months",135,0,"Existing",400,3,"2007",2,1,0,0,0,1
"3059 MH","3059"," MH","Rotterdam","Nesselande",51.97575,4.583478,239500,"6+ months",93,0,"Existing",350,4,"2006",3,1,0,0,0,1
"3111 BV","3111"," BV","Schiedam","Walvisbuurt",51.91369,4.400058,375000,"6+ months",216,0,"Existing",550,7,"1913",5,2,0,1,0,1
"2841 SV","2841"," SV","Moordrecht","Staatsliedenbuurt/Vijfakkers",51.98874,4.663428,219000,"6+ months",144,0,"Existing",410,5,"1975",4,1,0,0,0,1
"2841 EK","2841"," EK","Moordrecht","Staatsliedenbuurt/Vijfakkers",51.98353,4.660084,215000,"6+ months",83,0,"Existing",290,3,"2009",2,1,0,0,0,0
"2904 CV","2904"," CV","Capelle aan den IJssel","Dalenbuurt",51.9369,4.60979,179500,"<1 week",73,0,"Existing",285,3,"1976",2,1,0,0,0,0
"3059 RB","3059"," RB","Rotterdam","Nesselande",51.98671,4.591452,225000,"6+ months",95,0,"Existing",250,3,"2005",2,1,0,0,0,0
"2902 BW","2902"," BW","Capelle aan den IJssel","Rozenburcht",51.922,4.58021,237500,"<1 week",100,0,"Existing",315,2,"2007",1,1,0,0,0,1
"2983 VK","2983"," VK","Ridderkerk","Slikkeveer",51.88411,4.60187,110000,"<1 week",75,1,"Existing",220,3,"1966",2,1,0,0,0,1
"3083 RC","3083"," RC","Rotterdam","Carnisse",51.89098,4.479773,175000,"<1 week",100,0,"Existing",290,3,"2010",2,1,0,0,0,0
"2986 ED","2986"," ED","Ridderkerk","Drievliet",51.86538,4.615888,219000,"<1 week",97,0,"Existing",325,6,"1979",4,1,0,0,0,1
"2983 HT","2983"," HT","Ridderkerk","Slikkeveer",51.8845,4.61164,209000,"<1 week",89,0,"Existing",310,5,"1938",3,1,0,0,0,1
"3072 HS","3072"," HS","Rotterdam","Afrikaanderwijk",51.8999,4.496471,199000,"<1 week",125,0,"Existing",385,4,"2004",3,1,0,0,0,0
"3161 HC","3161"," HC","Rhoon","Ghijseland",51.85916,4.42564,539000,"1 week",165,0,"Existing",500,4,"1958",3,1,0,0,0,1
"2992 BE","2992"," BE","Barendrecht","Centrum West",51.85719,4.535123,2e+05,"1 week",60,0,"Existing",180,2,"2013",1,1,0,0,0,0
"2984 XH","2984"," XH","Ridderkerk","Het Zand",51.8693,4.615211,275000,"1 week",140,0,"Existing",390,6,"2000",5,1,0,0,0,0
"2983 TA","2983"," TA","Ridderkerk","Slikkeveer",51.8868,4.60853,122500,"2 weeks",82,0,"Existing",250,3,"1957",2,1,0,0,0,1
"3051 NL","3051"," NL","Rotterdam","Hillegersberg-Zuid",51.94431,4.473764,315000,"<1 week",145,0,"Existing",420,6,"1931",4,2,0,0,0,1
"3024 EN","3024"," EN","Rotterdam","Schiemond",51.9031,4.463394,245000,"3 months",100,1,"Existing",300,3,"2004",2,1,0,0,0,1
"2983 LB","2983"," LB","Ridderkerk","Bolnes",51.88672,4.588985,259000,"3 weeks",125,0,"Existing",354,5,"1927",4,1,0,0,0,0
"2652 HH","2652"," HH","Berkel en Rodenrijs","Bolwerk",51.98489,4.460728,650000,"3 weeks",192,0,"Existing",745,5,"2009",4,2,0,0,0,1
"2988 BK","2988"," BK","Ridderkerk","Rijsoord",51.85405,4.587632,315000,"3 weeks",114,0,"Existing",350,4,"1932",3,1,0,0,0,0
"3171 JD","3171"," JD","Poortugaal","Poortugaal Zuid",51.85413,4.396086,350000,"6 weeks",142,0,"Existing",425,5,"2009",3,1,0,0,0,0
"2651 RR","2651"," RR","Berkel en Rodenrijs","Edelsteenbuurt",52.00483,4.493452,275000,"6 weeks",120,0,"Existing",355,5,"1984",5,1,0,0,0,0
"2994 CH","2994"," CH","Barendrecht","Vrijenburg",51.8598,4.506797,275000,"7 weeks",124,0,"Existing",450,4,"2005",3,1,0,0,0,1
"2994 EP","2994"," EP","Barendrecht","Vrijenburg",51.8591,4.501499,182500,"8 weeks",75,0,"Existing",220,3,"2007",2,1,0,0,0,0
"3073 ET","3073"," ET","Rotterdam","Bloemhof",51.89454,4.500685,137500,"8 weeks",89,1,"Existing",265,3,"2008",2,1,0,0,0,1
"3021 ZC","3021"," ZC","Rotterdam","Middelland",51.91137,4.457291,210000,"8 weeks",104,0,"Existing",280,3,"1928",2,1,0,0,0,1
"3081 BV","3081"," BV","Rotterdam","Tarwewijk",51.8908,4.49343,105000,"8 weeks",90,1,"Existing",270,5,"1934",2,1,0,0,0,0
"2994 GJ","2994"," GJ","Barendrecht","Voordijk",51.85639,4.501609,639000,"2 months",188,0,"Existing",629,6,"2007",5,1,0,0,0,1
"2907 CC","2907"," CC","Capelle aan den IJssel","Burgenbuurt",51.95128,4.578577,259000,"2 months",140,0,"Existing",400,5,"1980",4,1,0,0,0,0
"2901 HD","2901"," HD","Capelle aan den IJssel","Bizet-buurt",51.9188,4.561359,230000,"2 months",100,0,"Existing",312,4,"1993",3,1,0,0,0,1
"2988 EE","2988"," EE","Ridderkerk","Rijsoord",51.85429,4.592519,439500,"2 months",175,0,"Existing",528,6,"1978",5,1,0,0,0,1
"2991 WP","2991"," WP","Barendrecht","Ter Leede",51.84319,4.539968,249000,"2 months",130,0,"Existing",400,5,"2007",4,1,0,0,0,0
"3162 XJ","3162"," XJ","Rhoon","Driehoek",51.85826,4.46812,289500,"2 months",130,0,"Existing",375,4,"2009",3,1,0,0,0,1
"2953 EZ","2953"," EZ","Alblasserdam","Vogelbuurt",51.87328,4.644765,265000,"2 months",100,0,"Existing",300,3,"1998",2,1,0,0,0,1
"2662 BD","2662"," BD","Bergschenhoek","Eilandenbuurt",51.98577,4.490847,249000,"2 months",118,0,"Existing",340,5,"2005",3,1,0,0,0,0
"2981 AA","2981"," AA","Ridderkerk","Ridderkerk-Oost",51.8658,4.59628,119000,"2 months",66,0,"Existing",200,4,"1960",3,1,0,0,0,0
"3035 LD","3035"," LD","Rotterdam","Oude Noorden",51.93158,4.481274,499000,"2 months",220,0,"Existing",761,7,"1890",6,1,1,0,0,1
"3056 RD","3056"," RD","Rotterdam","Terbregge",51.9537,4.52146,175000,"3 months",90,0,"Existing",250,3,"2003",2,1,0,0,0,0
"3079 NS","3079"," NS","Rotterdam","Groot-IJsselmonde",51.88461,4.548272,225000,"3 months",111,0,"Existing",325,5,"1986",4,1,0,0,0,1
"3021 DP","3021"," DP","Rotterdam","Middelland",51.91352,4.456207,548000,"3 months",215,0,"Existing",750,7,"1904",4,1,0,0,0,1
"2993 XM","2993"," XM","Barendrecht","Riederhoek",51.8541,4.48968,265000,"4 months",110,0,"Existing",355,4,"2002",3,1,0,0,0,1
"3114 CR","3114"," CR","Schiedam","Noletbuurt",51.9079,4.40282,137500,"4 months",70,0,"Existing",209,3,"1995",2,1,0,0,0,1
"2953 XD","2953"," XD","Alblasserdam","Nieuw Kinderdijk",51.8731,4.63736,249500,"4 months",120,0,"Existing",430,6,"2007",4,1,0,0,0,1
"3071 AS","3071"," AS","Rotterdam","Kop van Zuid-Entrepot",51.908,4.50045,215000,"4 months",95,0,"Existing",270,3,"1999",2,1,0,0,0,1
"2909 RB","2909"," RB","Capelle aan den IJssel","Fascinatio West",51.9159,4.54477,299000,"6+ months",163,0,"Existing",430,4,"2003",3,1,0,0,0,1
"2983 HX","2983"," HX","Ridderkerk","Slikkeveer",51.88113,4.607485,289000,"4 months",113,0,"Existing",354,5,"1956",4,1,0,0,0,0
"3112 AA","3112"," AA","Schiedam","Rotterdamsedijk",51.914,4.41187,95000,"4 months",60,0,"Existing",195,3,"1950",2,1,0,0,0,0
"3112 DX","3112"," DX","Schiedam","Natuurkundigenbuurt",51.91768,4.403537,165000,"4 months",98,0,"Existing",255,3,"1996",2,1,0,0,0,1
"3114 PW","3114"," PW","Schiedam","Eilandenbuurt",51.9053,4.40246,159500,"4 months",119,0,"Existing",325,5,"Before 1906",4,1,0,0,0,1
"3077 VG","3077"," VG","Rotterdam","Beverwaard",51.89083,4.56911,199000,"5 months",125,0,"Existing",440,5,"1981",4,1,0,0,0,1
"3111 NA","3111"," NA","Schiedam","Binnenstad",51.91897,4.400799,275000,"5 months",180,0,"Existing",486,5,"2006",3,1,0,0,0,1
"3079 ZS","3079"," ZS","Rotterdam","Groot-IJsselmonde",51.88408,4.556824,574900,"5 months",155,0,"Existing",620,5,"2008",4,1,0,0,0,1
"2994 GP","2994"," GP","Barendrecht","Vrijenburg",51.85654,4.498599,625000,"5 months",209,0,"Existing",760,6,"2008",5,1,0,0,0,1
"2983 VG","2983"," VG","Ridderkerk","Slikkeveer",51.88486,4.602209,125000,"5 months",76,0,"Existing",215,3,"1966",2,1,0,0,0,0
"2662 JB","2662"," JB","Bergschenhoek","Ackerse Zoom",51.9973,4.496175,175000,"5 months",69,0,"Existing",260,3,"2009",2,1,0,0,0,0
"2983 BG","2983"," BG","Ridderkerk","Slikkeveer",51.88822,4.60758,185000,"5 months",100,0,"Existing",305,5,"1966",4,1,0,0,0,0
"2935 CT","2935"," CT","Ouderkerk aan den IJssel","Verspreide huizen in het Noorden",51.96597,4.638432,198500,"5 months",120,0,"Existing",325,5,"1979",4,1,0,0,0,0
"2651 NC","2651"," NC","Berkel en Rodenrijs","Rodenrijse Zoom",51.98668,4.472136,786000,"6+ months",190,0,"Existing",730,6,"2009",5,2,1,0,0,1
"2645 GW","2645"," GW","Delfgauw","Emerald",52.00151,4.397946,1245000,"6+ months",308,0,"Existing",1250,6,"2009",5,3,0,0,0,1
"3067 KX","3067"," KX","Rotterdam","Oosterflank",51.94943,4.554446,225000,"6+ months",105,0,"Existing",290,3,"2002",2,1,0,0,0,1
"2983 XJ","2983"," XJ","Ridderkerk","Slikkeveer",51.88474,4.6,525000,"6+ months",190,0,"Existing",585,6,"1969",5,1,1,0,0,1
"3341 CZ","3341"," CZ","Hendrik-Ido-Ambacht","Oostendam",51.8466,4.64438,195000,"6+ months",82,0,"Existing",280,4,"1957",3,1,0,0,0,0
"2902 GT","2902"," GT","Capelle aan den IJssel","Schildersbuurt",51.9271,4.58293,106500,"6+ months",70,0,"Existing",210,3,"1965",2,1,0,0,0,0
"3111 BT","3111"," BT","Schiedam","Walvisbuurt",51.91633,4.394294,105000,"6+ months",60,0,"Existing",175,2,"1984",1,1,0,0,0,NA
"2989 AD","2989"," AD","Ridderkerk","Oostendam",51.85439,4.641005,315000,"6+ months",140,0,"Existing",420,5,"1940",4,1,0,0,0,1
"3067 JW","3067"," JW","Rotterdam","Oosterflank",51.9472,4.55431,134500,"6+ months",78,0,"Existing",205,3,"1986",2,1,0,0,0,0
"2841 BG","2841"," BG","Moordrecht","Kern Moordrecht",51.98692,4.672765,285000,"6+ months",137,0,"Existing",435,4,"1650",3,1,0,0,0,1
"3055 HL","3055"," HL","Rotterdam","Molenlaankwartier",51.9625,4.505565,147000,"6+ months",70,0,"Existing",155,3,"1960",2,1,0,0,0,0
"2993 DS","2993"," DS","Barendrecht","Meerwede Zuidoost",51.84854,4.501925,155000,"6+ months",75,0,"Existing",262,2,"2007",1,1,0,0,0,0
"2645 LC","2645"," LC","Delfgauw","Emerald",51.99824,4.394861,250000,"6+ months",87,0,"Existing",230,4,"2003",3,1,1,0,0,0
"3085 CP","3085"," CP","Rotterdam","Zuidwijk",51.87033,4.493219,1e+05,"6+ months",67,0,"Existing",185,3,"1960",2,1,0,0,0,1
"3028 BM","3028"," BM","Rotterdam","Oud-Mathenesse",51.91424,4.421626,89500,"6+ months",55,0,"Existing",145,3,"1938",1,1,0,0,0,0
"3071 JK","3071"," JK","Rotterdam","Feijenoord",51.91281,4.506088,90000,"6+ months",72,1,"Existing",190,3,"1990",2,1,0,0,0,0
"3056 AK","3056"," AK","Rotterdam","Terbregge",51.95071,4.519534,339000,"6+ months",165,0,"Existing",450,5,"2001",3,1,0,0,0,0
"2981 AB","2981"," AB","Ridderkerk","Ridderkerk-Oost",51.8664,4.59511,109500,"6+ months",75,0,"Existing",200,3,"1960",2,1,0,0,0,0
"3111 BZ","3111"," BZ","Schiedam","Walvisbuurt",51.91631,4.394612,299000,"6+ months",125,0,"Existing",425,4,"1895",2,1,0,0,0,1
"3343 PC","3343"," PC","Hendrik-Ido-Ambacht","Krommeweg-Zuid",51.83485,4.629614,199000,"6+ months",109,0,"Existing",335,5,"1982",3,1,1,0,0,1
"3077 MJ","3077"," MJ","Rotterdam","Oud-IJsselmonde",51.89717,4.525928,199000,"6+ months",115,0,"Existing",330,3,"2003",2,1,0,0,0,1
"3031 VM","3031"," VM","Rotterdam","Rubroek",51.92965,4.491731,385000,"1 week",134,0,"Existing",390,3,"2006",2,2,0,0,1,1
"3111 AZ","3111"," AZ","Schiedam","De Plantage",51.91021,4.403732,465000,"6+ months",173,0,"Existing",503,4,"2009",3,1,1,0,0,0
"2981 DA","2981"," DA","Ridderkerk","Ridderkerk-Centrum",51.87079,4.599991,269900,"6+ months",140,0,"Existing",406,3,"2008",2,1,0,0,0,1
"2924 AR","2924"," AR","Krimpen aan den IJssel","Boveneind",51.9287,4.61824,215000,"6+ months",81,0,"Existing",290,3,"1929",2,1,0,0,0,0
"3116 AK","3116"," AK","Schiedam","Oranjekwartier",51.91183,4.398249,265000,"6+ months",165,0,"Existing",465,5,"1978",3,1,0,0,0,1
"2993 MB","2993"," MB","Barendrecht","Meerwede Zuidoost",51.85183,4.501756,189000,"6+ months",95,0,"Existing",245,3,"2004",2,1,1,0,0,1
"2951 JE","2951"," JE","Alblasserdam","De Werven",51.86277,4.653553,362500,"6+ months",150,0,"Existing",500,5,"2008",4,1,0,0,0,1
"2993 ME","2993"," ME","Barendrecht","Meerwede Noordoost",51.85423,4.501944,185000,"6+ months",80,0,"Existing",220,3,"2005",2,1,0,0,0,1
"3111 HE","3111"," HE","Schiedam","Binnenstad",51.91692,4.397274,79500,"6+ months",50,0,"Existing",130,2,"1983",1,1,0,0,0,0
"3039 XN","3039"," XN","Rotterdam","Blijdorp",51.92648,4.459198,219500,"1 week",113,0,"Existing",346,5,"1939",3,1,0,0,0,0
"3111 CH","3111"," CH","Schiedam","Binnenstad",51.91486,4.397602,198000,"6+ months",122,0,"Existing",300,4,"1909",2,1,0,0,0,1
"2993 HP","2993"," HP","Barendrecht","Havenkwartier",51.8446,4.494689,349000,"6+ months",115,0,"Existing",325,3,"2004",2,1,0,0,0,0
"2992 ZG","2992"," ZG","Barendrecht","Kilweg",51.84465,4.52937,369000,"6+ months",110,0,"Existing",340,3,"2010",2,1,0,0,0,1
"3111 AZ","3111"," AZ","Schiedam","De Plantage",51.91202,4.402627,545000,"6+ months",194,0,"Existing",530,4,"2010",3,1,1,0,0,1
"3062 ZN","3062"," ZN","Rotterdam","Kralingen-Oost",51.9259,4.52168,360000,"6+ months",140,0,"Existing",360,4,"1987",3,1,0,0,0,1
"3043 BS","3043"," BS","Rotterdam","Overschie",51.9367,4.42069,295000,"6+ months",125,0,"Existing",239,5,"1935",3,1,0,0,0,0
"3119 XW","3119"," XW","Schiedam","Hollandiabuurt",51.9213,4.403205,125000,"6+ months",104,0,"Existing",280,4,"1978",3,1,0,0,0,0
"2931 AP","2931"," AP","Krimpen aan de Lek","Hoofdstraat",51.89392,4.632209,2e+05,"6+ months",70,0,"Existing",220,4,"1970",3,1,0,0,0,0
"3037 GA","3037"," GA","Rotterdam","Liskwartier",51.93329,4.471,245000,"2 weeks",114,0,"Existing",337,4,"2006",3,1,0,0,0,1
"3011 ZP","3011"," ZP","Rotterdam","Stadsdriehoek",51.921,4.49616,225000,"3 months",85,0,"Existing",240,3,"1987",2,1,0,0,0,1
"3062 HB","3062"," HB","Rotterdam","Kralingen-Oost",51.927,4.520011,137500,"6+ months",54,0,"Existing",160,2,"1959",1,1,0,0,0,0
"3119 PN","3119"," PN","Schiedam","Nolensbuurt",51.92225,4.391917,144500,"6+ months",80,0,"Existing",225,3,"2004",2,1,0,0,0,1
"3076 SB","3076"," SB","Rotterdam","Lombardijen",51.87405,4.516478,99500,"6+ months",72,0,"Existing",184,3,"1961",2,1,0,0,0,0
"3111 AA","3111"," AA","Schiedam","De Plantage",51.9136,4.4015,210000,"6+ months",112,0,"Existing",300,3,"1935",2,1,0,0,0,1
"2914 AH","2914"," AH","Nieuwerkerk aan den IJssel","Zuidplas Noord",51.9732,4.613264,209500,"2 weeks",115,0,"Existing",310,5,"1977",4,1,0,0,0,0
"2982 BE","2982"," BE","Ridderkerk","Ridderkerk-West",51.87169,4.589192,566000,"3 weeks",256,0,"Existing",768,9,"1972",8,1,0,0,0,1
